Keys
biomass_per_flux_for_reaction_ABUTt2pp
biomass_per_flux_for_reaction_ACACT1r
biomass_per_flux_for_reaction_ACACT2r
biomass_per_flux_for_reaction_ACACT3r
biomass_per_flux_for_reaction_ACACT4r
biomass_per_flux_for_reaction_ACACT5r
biomass_per_flux_for_reaction_ACACT6r
biomass_per_flux_for_reaction_ACACT7r
biomass_per_flux_for_reaction_ACCOAC
biomass_per_flux_for_reaction_ACCOAL
biomass_per_flux_for_reaction_ACGK
biomass_per_flux_for_reaction_ACGS
biomass_per_flux_for_reaction_ACHBS
biomass_per_flux_for_reaction_ACLS
biomass_per_flux_for_reaction_ACODA
biomass_per_flux_for_reaction_ACONTa
biomass_per_flux_for_reaction_ACONTb
biomass_per_flux_for_reaction_ACPPAT160
biomass_per_flux_for_reaction_ACPPAT161
biomass_per_flux_for_reaction_ACS
biomass_per_flux_for_reaction_ACt4pp
biomass_per_flux_for_reaction_ADK1
biomass_per_flux_for_reaction_ADK3
biomass_per_flux_for_reaction_ADSK
biomass_per_flux_for_reaction_ADSL1r
biomass_per_flux_for_reaction_ADSL2r
biomass_per_flux_for_reaction_ADSS
biomass_per_flux_for_reaction_AGPAT160
biomass_per_flux_for_reaction_AGPAT161
biomass_per_flux_for_reaction_AICART
biomass_per_flux_for_reaction_AIRC2
biomass_per_flux_for_reaction_ALAALAr
biomass_per_flux_for_reaction_ALAR
biomass_per_flux_for_reaction_ALAt2pp_copy1
biomass_per_flux_for_reaction_ALAt4pp
biomass_per_flux_for_reaction_ALATA_L
biomass_per_flux_for_reaction_APG3PAT160
biomass_per_flux_for_reaction_APG3PAT161
biomass_per_flux_for_reaction_ARGSL
biomass_per_flux_for_reaction_ARGSS
biomass_per_flux_for_reaction_ASPCT
biomass_per_flux_for_reaction_ASPK
biomass_per_flux_for_reaction_ASPt2pp_copy1
biomass_per_flux_for_reaction_BIOMASS_Ec_iJO1366_core_53p95M
biomass_per_flux_for_reaction_BPNT
biomass_per_flux_for_reaction_CA2t3pp
biomass_per_flux_for_reaction_CHORM
biomass_per_flux_for_reaction_CHORS
biomass_per_flux_for_reaction_CLIPAabctex
biomass_per_flux_for_reaction_CLIPAt1ex
biomass_per_flux_for_reaction_CLIPAt2ex
biomass_per_flux_for_reaction_CO2tpp
biomass_per_flux_for_reaction_COBALT2tpp
biomass_per_flux_for_reaction_CRNDt2rpp
biomass_per_flux_for_reaction_CRNt8pp
biomass_per_flux_for_reaction_CS
biomass_per_flux_for_reaction_CTPS2
biomass_per_flux_for_reaction_CU2tpp
biomass_per_flux_for_reaction_CYSS
biomass_per_flux_for_reaction_CYSTL
biomass_per_flux_for_reaction_DAPDC
biomass_per_flux_for_reaction_DAPE
biomass_per_flux_for_reaction_DASYN160
biomass_per_flux_for_reaction_DASYN161
biomass_per_flux_for_reaction_DDPA
biomass_per_flux_for_reaction_DHAD1
biomass_per_flux_for_reaction_DHAD2
biomass_per_flux_for_reaction_DHDPRy
biomass_per_flux_for_reaction_DHDPS
biomass_per_flux_for_reaction_DHQS
biomass_per_flux_for_reaction_DHQTi
biomass_per_flux_for_reaction_DTMPK
biomass_per_flux_for_reaction_ECOAH6
biomass_per_flux_for_reaction_ECOAH7
biomass_per_flux_for_reaction_EDTXS1
biomass_per_flux_for_reaction_EDTXS2
biomass_per_flux_for_reaction_EDTXS3
biomass_per_flux_for_reaction_EDTXS4
biomass_per_flux_for_reaction_ENO
biomass_per_flux_for_reaction_EX_co2_e
biomass_per_flux_for_reaction_EX_fe3_e
biomass_per_flux_for_reaction_EX_kdo2lipid4_e
biomass_per_flux_for_reaction_EX_lipa_cold_e
biomass_per_flux_for_reaction_EX_lipa_e
biomass_per_flux_for_reaction_FE2tex
biomass_per_flux_for_reaction_FEROpp
biomass_per_flux_for_reaction_FRD2
biomass_per_flux_for_reaction_FRD3
biomass_per_flux_for_reaction_FUM
biomass_per_flux_for_reaction_G1PACT
biomass_per_flux_for_reaction_G5SADs
biomass_per_flux_for_reaction_G6PDH2r
biomass_per_flux_for_reaction_GAPD
biomass_per_flux_for_reaction_GF6PTA
biomass_per_flux_for_reaction_GK1
biomass_per_flux_for_reaction_GLCP
biomass_per_flux_for_reaction_GLCP2
biomass_per_flux_for_reaction_GLCS1
biomass_per_flux_for_reaction_GLDBRAN2
biomass_per_flux_for_reaction_GLGC
biomass_per_flux_for_reaction_GLNS
biomass_per_flux_for_reaction_GLUABUTt7pp
biomass_per_flux_for_reaction_GLUPRT
biomass_per_flux_for_reaction_GLUt4pp
biomass_per_flux_for_reaction_GLYCLTt4pp
biomass_per_flux_for_reaction_GLYt2pp_copy1
biomass_per_flux_for_reaction_GLYt4pp
biomass_per_flux_for_reaction_GMPS2
biomass_per_flux_for_reaction_GND
biomass_per_flux_for_reaction_HACD1
biomass_per_flux_for_reaction_HACD2
biomass_per_flux_for_reaction_HACD3
biomass_per_flux_for_reaction_HACD4
biomass_per_flux_for_reaction_HACD4i
biomass_per_flux_for_reaction_HACD5
biomass_per_flux_for_reaction_HACD6
biomass_per_flux_for_reaction_HACD7
biomass_per_flux_for_reaction_HACD8
biomass_per_flux_for_reaction_HACD8i
biomass_per_flux_for_reaction_HCO3E
biomass_per_flux_for_reaction_HPYRRx
biomass_per_flux_for_reaction_HSK
biomass_per_flux_for_reaction_HSST
biomass_per_flux_for_reaction_Htex
biomass_per_flux_for_reaction_ICDHyr
biomass_per_flux_for_reaction_INDOLEt2pp
biomass_per_flux_for_reaction_INDOLEt2rpp
biomass_per_flux_for_reaction_IPMD
biomass_per_flux_for_reaction_IPPS
biomass_per_flux_for_reaction_K2L4Aabcpp
biomass_per_flux_for_reaction_K2L4Aabctex
biomass_per_flux_for_reaction_KARA2
biomass_per_flux_for_reaction_Ktex
biomass_per_flux_for_reaction_LEUTAi
biomass_per_flux_for_reaction_LIPAabcpp
biomass_per_flux_for_reaction_LIPAabctex
biomass_per_flux_for_reaction_LIPACabcpp
biomass_per_flux_for_reaction_LIPAt1ex
biomass_per_flux_for_reaction_LIPAt2ex
biomass_per_flux_for_reaction_LPADSS
biomass_per_flux_for_reaction_L_LACtex_copy1
biomass_per_flux_for_reaction_MCOATA
biomass_per_flux_for_reaction_MDH
biomass_per_flux_for_reaction_METS
biomass_per_flux_for_reaction_MOAT
biomass_per_flux_for_reaction_MOAT2
