Keys
biomass_per_flux_for_reaction_ABUTt2pp
biomass_per_flux_for_reaction_ACACT1r
biomass_per_flux_for_reaction_ACACT2r
biomass_per_flux_for_reaction_ACACT3r
biomass_per_flux_for_reaction_ACACT4r
biomass_per_flux_for_reaction_ACACT5r
biomass_per_flux_for_reaction_ACACT6r
biomass_per_flux_for_reaction_ACACT7r
biomass_per_flux_for_reaction_ACCOAC
biomass_per_flux_for_reaction_ACPPAT160
biomass_per_flux_for_reaction_ACPPAT161
biomass_per_flux_for_reaction_ALAALAr
biomass_per_flux_for_reaction_ALAR
biomass_per_flux_for_reaction_COBALT2tpp
biomass_per_flux_for_reaction_CU2tpp
biomass_per_flux_for_reaction_DASYN160
biomass_per_flux_for_reaction_DASYN161
biomass_per_flux_for_reaction_DTMPK
biomass_per_flux_for_reaction_FE2tex
biomass_per_flux_for_reaction_FRD2
biomass_per_flux_for_reaction_GF6PTA
biomass_per_flux_for_reaction_GLCP2
biomass_per_flux_for_reaction_GLCS1
biomass_per_flux_for_reaction_GLDBRAN2
biomass_per_flux_for_reaction_GLUABUTt7pp
biomass_per_flux_for_reaction_GLYCLTt4pp
biomass_per_flux_for_reaction_GLYt4pp
biomass_per_flux_for_reaction_HACD1
biomass_per_flux_for_reaction_HACD2
biomass_per_flux_for_reaction_HACD3
biomass_per_flux_for_reaction_HACD4
biomass_per_flux_for_reaction_HACD5
biomass_per_flux_for_reaction_HACD6
biomass_per_flux_for_reaction_HACD7
biomass_per_flux_for_reaction_HACD8
biomass_per_flux_for_reaction_HACD8i
biomass_per_flux_for_reaction_HPYRRx
biomass_per_flux_for_reaction_INDOLEt2rpp
biomass_per_flux_for_reaction_MCOATA
biomass_per_flux_for_reaction_NADK
biomass_per_flux_for_reaction_NADS1
biomass_per_flux_for_reaction_NDPK4
biomass_per_flux_for_reaction_NNATr
biomass_per_flux_for_reaction_PMPK
biomass_per_flux_for_reaction_SERt4pp
biomass_per_flux_for_reaction_TMPK
biomass_per_flux_for_reaction_ADA_neg_flux
biomass_per_flux_for_reaction_ADD_neg_flux
biomass_per_flux_for_reaction_AMPN_neg_flux
biomass_per_flux_for_reaction_ASNN_neg_flux
biomass_per_flux_for_reaction_ASNNpp_neg_flux
biomass_per_flux_for_reaction_CAt6pp
biomass_per_flux_for_reaction_CTECOAI7_copy1_neg_flux
biomass_per_flux_for_reaction_DADA_neg_flux
biomass_per_flux_for_reaction_EX_fe2_e_neg_flux
biomass_per_flux_for_reaction_EX_lys__L_e_neg_flux
biomass_per_flux_for_reaction_EX_tyrp_e
biomass_per_flux_for_reaction_FA120ACPHi_neg_flux
biomass_per_flux_for_reaction_FA160ACPHi_neg_flux
biomass_per_flux_for_reaction_FA161ACPHi_neg_flux
biomass_per_flux_for_reaction_FDH5pp_neg_flux
biomass_per_flux_for_reaction_G3PD2
biomass_per_flux_for_reaction_INSK_neg_flux
biomass_per_flux_for_reaction_NHFRBO
biomass_per_flux_for_reaction_NO3R1pp
biomass_per_flux_for_reaction_NTD7_neg_flux
biomass_per_flux_for_reaction_THRA_neg_flux
biomass_per_flux_for_reaction_THRD_neg_flux
biomass_per_flux_for_reaction_UPPRT_neg_flux
